speed_bin,effort_bin,speed_desc,effort_desc,fitness,amp_0,amp_1,amp_2,amp_3
17,13,1.4,1.08,1.373269809825023,-0.9589139309437122,0.9822134488591965,-0.4779877823948069,0.32959018724716804
17,10,1.4,0.84,1.3721091597665578,0.04750589743527445,-0.7966561941925681,0.6669171075771194,-0.8960762670697915
18,20,1.48,1.64,1.3664366207987169,0.9121264987858098,0.8736556988307458,-0.9743272146876296,0.9901430019086075
17,12,1.4,1.0,1.3584784960780718,0.9678443352126396,0.625825598414874,0.8557261260651299,-0.02499464268837781
17,15,1.4,1.24,1.3567481410159576,0.2795302069655241,0.8370684702976083,-0.9028149648556341,0.9795620921199744
17,14,1.4,1.16,1.3560384109368053,-0.8163291314629826,-0.9925151433019099,-0.8416768472370444,0.04547115754381337
17,9,1.4,0.76,1.352092641027665,-0.8413662016371035,0.39223271522602565,-0.8564458138784625,-0.045834267505246995
17,8,1.4,0.68,1.3501983082207745,-0.0916392212468895,-0.9034118807454878,-0.28304004555723816,-0.7559888648602711
16,7,1.32,0.6,1.338730853254644,-0.7195018220027785,0.1080722870780988,-0.7828485177291129,0.3444801860796234
16,5,1.32,0.44,1.325317505895296,0.5738487550042768,0.32970171318406427,0.4103307572526702,0.5614580620439358
17,18,1.4,1.48,1.3167714530367511,0.996588679721037,-0.9985823305124613,-0.6197604384368389,-0.8258115402152413
17,20,1.4,1.64,1.2906425240701913,-0.9913910111485122,-0.8004162183893277,0.8796935227619003,-0.9940524567680527
16,8,1.32,0.68,1.2704879795036998,-0.40097910538471426,-0.9932861722259747,-0.5289814843575043,-0.32469288224225257
16,11,1.32,0.92,1.250210641167624,-0.754484135177028,0.6622253442498123,-0.6934313667510119,-0.6414633836845218
16,13,1.32,1.08,1.2472423473639096,0.2780272985283292,-0.995382454826516,0.986736996822356,-0.43820722807168977
16,18,1.32,1.48,1.2315692860123078,-0.7141815273981735,-0.9866852069154963,-0.9841492614339813,0.7921335688560591
16,15,1.32,1.24,1.2216403566655096,0.9910523581238839,0.988697133894064,-0.07000034899297458,0.7321174303676721
15,11,1.24,0.92,1.2204794661678955,-0.9721274245835969,-0.5406879400022895,-0.7363555644269579,0.35531734722571495
15,7,1.24,0.6,1.2120059865179087,-0.9383643308641212,-0.12656522153527527,-0.5708306543609416,-0.1829427125507277
15,6,1.24,0.52,1.2070239345882814,-0.6774564419327964,0.0020895502067270755,-0.6953757945736632,0.39264075015547206
15,12,1.24,1.0,1.2026586601232798,0.364991007949951,-0.7204950327813804,-0.6001835950497834,-0.985275460497989
15,16,1.24,1.32,1.1844327413183757,0.6023208904575044,-0.9843561582803984,-0.9997857193273603,-0.6477966592313362
14,11,1.16,0.92,1.1511576271823996,0.9171184264828907,-0.035393126114199536,0.5654704545005724,-0.8345400001551229
14,12,1.16,1.0,1.1243504378060443,-0.8116453042247009,0.9512447032735118,0.5222794039807059,0.5721286105539076
14,13,1.16,1.08,1.0991448932140484,-0.4880698188647945,0.8720871400979266,-0.6707843648359637,-0.910178761215342
14,9,1.16,0.76,1.0895512264175937,0.5567669941475237,-0.6107225842960649,-0.06655799254593164,-0.9123924684255424
